N,P,K,pH,EC,Temperature,Humidity,Rainfall,Elevation,Soil_Type,Zone,Water_Source,Target_Crop,Yield_MT_per_HA
77.33,8.06,45.18,5.86,1.68,28.52,77.9,1580.11,792.83,Immature Brown Loams,Intermediate,0,Rubber,1.811
101.46,29.92,137.91,6.12,0.53,23.46,73.17,2289.7,748.38,Immature Brown Loams,Intermediate,0,Paddy (Nadu),5.528
65.87,69.35,7.21,6.57,0.97,26.12,71.86,1859.23,447.17,Alluvial,Intermediate,0,Paddy (Nadu),5.319
27.1,38.91,233.8,5.29,0.56,22.9,61.14,1769.75,778.05,Immature Brown Loams,Intermediate,0,Coconut,8.682
58.49,22.93,129.88,7.68,1.07,27.67,66.06,1536.16,536.8,Immature Brown Loams,Intermediate,1,Rubber,2.101
84.55,59.11,39.61,4.8,1.51,23.67,62.33,2430.6,1035.7,Alluvial,Intermediate,1,Tea,1.849
94.88,62.36,47.84,6.16,1.23,29.46,69.59,2075.16,582.35,Alluvial,Intermediate,0,Paddy (Samba),6.269
125.86,60.02,193.48,3.85,1.12,28.34,73.08,1904.8,618.81,Alluvial,Intermediate,1,Rubber,2.095
142.0,65.67,23.72,5.11,1.49,28.88,79.12,1892.39,419.83,Red-Yellow Podzolic,Intermediate,1,Rubber,1.918
16.7,7.85,187.82,6.9,1.16,26.91,70.37,1566.65,435.15,Red-Yellow Podzolic,Intermediate,1,Maize,8.179
58.93,13.56,42.06,4.86,1.41,27.8,66.77,1691.19,577.83,Red-Yellow Podzolic,Intermediate,0,Rubber,1.88
10.53,56.13,45.95,6.88,0.97,29.83,62.53,2134.14,908.56,Immature Brown Loams,Intermediate,0,Coconut,7.9
13.8,77.47,36.23,7.13,1.13,25.04,62.21,2476.8,680.29,Red-Yellow Podzolic,Intermediate,0,Rubber,1.25
53.31,66.78,238.99,7.66,1.41,50.0,77.65,2229.86,903.85,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.449
70.27,15.69,223.07,5.43,0.75,24.96,67.86,1527.42,773.23,Immature Brown Loams,Intermediate,0,Paddy (Nadu),5.778
26.26,76.69,81.92,7.98,1.85,25.16,62.94,1813.21,739.07,Immature Brown Loams,Intermediate,0,Paddy (Nadu),6.633
45.85,7.31,243.03,4.84,0.97,22.87,68.78,2353.96,1062.27,Alluvial,Intermediate,0,Maize,9.276
20.21,35.22,77.35,4.89,0.58,24.4,70.01,1576.86,1015.06,Immature Brown Loams,Intermediate,0,Maize,5.189
70.21,72.78,212.23,5.68,0.72,25.49,70.33,2080.09,982.9,Alluvial,Intermediate,0,Rubber,1.606
124.52,23.96,71.5,4.39,1.84,27.3,76.97,2241.9,680.37,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.624
11.7,55.55,17.7,6.38,1.86,22.57,78.71,1812.86,1065.61,Alluvial,Intermediate,0,Rubber,1.87
17.92,33.04,236.39,6.82,1.0,23.98,61.68,1855.85,600.12,Immature Brown Loams,Intermediate,1,Rubber,2.138
145.89,13.5,103.88,7.27,0.77,29.53,60.23,2414.73,705.1,Immature Brown Loams,Intermediate,0,Rubber,1.366
103.89,57.57,54.99,6.87,1.32,28.54,68.77,2012.73,1196.64,Red-Yellow Podzolic,Intermediate,1,Coconut,6.589
132.68,12.69,101.22,6.4,1.91,28.47,72.64,2286.36,636.17,Immature Brown Loams,Intermediate,0,Maize,9.105
133.56,39.97,23.55,5.62,1.78,23.02,70.63,1785.51,759.51,Alluvial,Intermediate,0,Paddy (Nadu),5.49
24.14,17.56,41.08,8.37,0.9,25.08,64.22,1571.03,506.43,Immature Brown Loams,Intermediate,0,Rubber,1.146
68.6,26.94,86.39,5.18,0.92,22.53,76.54,1519.16,772.26,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.056
104.94,45.73,89.99,5.85,1.18,29.08,65.55,2239.07,553.45,Immature Brown Loams,Intermediate,1,Maize,6.818
107.96,35.81,142.34,8.23,1.28,27.86,78.63,2158.66,1038.88,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.587
148.52,48.08,38.78,7.04,0.83,24.78,61.06,1550.35,922.81,Alluvial,Intermediate,0,Rubber,1.539
35.57,15.47,146.24,7.38,1.35,23.67,69.33,1584.69,733.92,Immature Brown Loams,Intermediate,0,Coconut,6.969
145.61,24.68,81.7,7.73,0.98,25.35,77.59,1668.2,801.34,Immature Brown Loams,Intermediate,0,Maize,8.004
19.2,71.53,107.86,6.14,0.8,26.83,73.76,2159.51,408.35,Red-Yellow Podzolic,Intermediate,0,Maize,7.149
42.9,67.26,237.32,5.23,0.62,25.14,60.33,1600.25,895.55,Immature Brown Loams,Intermediate,0,Coconut,7.676
52.98,19.64,171.23,5.32,1.04,26.69,61.6,2328.44,729.15,Immature Brown Loams,Intermediate,1,Rubber,1.26
125.48,64.08,74.42,7.74,1.73,26.84,72.51,1720.49,814.45,Red-Yellow Podzolic,Intermediate,0,Maize,5.511
127.9,27.25,23.91,4.6,1.92,28.58,70.5,2402.76,706.07,Immature Brown Loams,Intermediate,1,Coconut,5.911
86.57,40.63,231.0,4.14,1.52,25.92,61.02,1669.5,855.78,Immature Brown Loams,Intermediate,0,Rubber,1.775
123.47,25.45,184.23,5.55,0.79,25.92,74.79,2130.72,851.05,Immature Brown Loams,Intermediate,1,Paddy (Nadu),7.708
45.51,53.16,72.51,6.12,0.69,25.77,72.51,1591.42,795.48,Red-Yellow Podzolic,Intermediate,0,Rubber,1.903
106.83,77.42,101.42,4.41,1.65,28.43,67.72,1583.72,636.55,Red-Yellow Podzolic,Intermediate,1,Rubber,1.978
11.5,45.82,244.07,5.53,0.71,27.56,77.27,2129.63,419.06,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.674
42.87,66.42,87.65,7.69,1.11,28.9,70.69,1767.08,1072.89,Alluvial,Intermediate,0,Rubber,1.604
143.35,61.59,114.14,6.58,1.82,28.56,63.98,2388.19,555.77,Alluvial,Intermediate,1,Paddy (Nadu),8.972
30.44,75.35,229.82,7.97,0.79,26.96,69.56,1977.74,991.17,Alluvial,Intermediate,0,Paddy (Nadu),8.157
43.25,27.49,162.48,6.62,0.8,28.6,71.04,2188.81,517.65,Red-Yellow Podzolic,Intermediate,1,Coconut,6.841
38.81,60.62,138.94,7.96,1.95,23.96,66.86,2312.33,400.34,Immature Brown Loams,Intermediate,0,Paddy (Nadu),6.635
121.48,67.47,246.51,7.52,1.59,29.34,65.98,2053.56,687.77,Alluvial,Intermediate,0,Rubber,2.355
27.28,20.45,5.23,3.98,1.17,25.8,70.5,2397.96,936.55,Immature Brown Loams,Intermediate,0,Coconut,5.974
100.79,10.13,224.86,4.36,1.01,25.94,77.11,2200.87,676.46,Alluvial,Intermediate,1,Paddy (Nadu),6.725
17.4,59.46,34.72,5.22,0.89,25.48,74.38,2453.12,1137.15,Alluvial,Intermediate,1,Maize,7.913
97.27,50.19,125.0,6.28,1.5,22.99,74.42,1621.41,465.41,Red-Yellow Podzolic,Intermediate,0,Maize,6.752
145.34,57.29,25.39,7.86,1.08,26.66,77.29,2297.8,711.2,Immature Brown Loams,Intermediate,1,Maize,9.117
143.3,66.77,178.71,6.56,0.99,25.62,79.18,1778.69,428.53,Immature Brown Loams,Intermediate,0,Rubber,1.881
85.49,24.13,193.13,7.33,1.27,29.8,76.44,1565.28,881.68,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),8.081
120.45,63.09,58.34,6.72,0.81,27.12,79.16,1814.16,330.08,Immature Brown Loams,Intermediate,0,Coconut,9.038
79.08,73.37,232.36,4.58,1.75,27.17,63.14,1732.88,915.09,Alluvial,Intermediate,0,Maize,8.237
86.39,56.3,51.61,6.25,0.83,29.17,73.13,1603.48,1116.29,Alluvial,Intermediate,0,Paddy (Nadu),5.345
30.11,54.35,183.23,7.5,0.53,25.33,79.72,1666.54,1038.76,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),8.319
132.92,25.19,245.65,5.6,0.72,25.48,63.99,2025.15,975.49,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),9.074
124.1,24.55,77.74,3.8,1.5,29.83,69.1,2001.87,978.13,Immature Brown Loams,Intermediate,1,Coconut,8.656
65.19,68.62,125.78,6.02,1.3,22.63,69.49,1691.67,625.34,Immature Brown Loams,Intermediate,0,Maize,8.696
10.55,79.96,201.56,7.5,0.67,25.63,74.57,1538.05,775.26,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.492
122.26,39.98,93.61,4.31,1.46,24.51,72.77,2120.56,929.45,Immature Brown Loams,Intermediate,0,Coconut,6.26
114.07,59.25,38.33,7.73,0.55,27.38,74.5,1673.4,754.82,Alluvial,Intermediate,0,Paddy (Nadu),7.431
112.09,42.52,106.71,4.6,0.83,27.21,77.88,2366.82,1127.81,Immature Brown Loams,Intermediate,1,Tea,2.798
97.07,50.51,213.12,6.34,1.66,27.37,69.06,2164.42,1051.99,Alluvial,Intermediate,1,Paddy (Samba),6.233
148.97,57.38,76.98,6.96,1.58,29.73,62.86,1952.22,650.49,Alluvial,Intermediate,0,Rubber,1.733
37.88,36.86,99.46,8.1,1.09,24.52,78.81,2012.09,343.0,Alluvial,Intermediate,0,Rubber,1.261
88.42,33.98,107.96,6.44,1.55,26.86,73.53,1903.36,470.94,Immature Brown Loams,Intermediate,0,Paddy (Nadu),9.091
87.1,75.83,57.01,6.24,1.17,24.18,65.04,1617.5,1128.68,Red-Yellow Podzolic,Intermediate,1,Rubber,2.052
80.24,59.41,32.74,5.71,1.06,23.98,62.04,1536.34,955.64,Red-Yellow Podzolic,Intermediate,1,Rubber,1.317
142.13,5.29,63.34,8.21,1.34,25.68,78.67,1723.6,610.14,Red-Yellow Podzolic,Intermediate,1,Coconut,9.588
34.39,77.22,48.02,4.63,1.38,27.98,74.5,2499.75,402.77,Red-Yellow Podzolic,Intermediate,0,Rubber,1.22
120.38,66.36,239.69,7.67,1.3,23.18,71.6,1598.69,865.08,Alluvial,Intermediate,0,Coconut,7.612
128.98,26.94,46.03,5.58,1.46,27.28,63.98,1970.82,841.52,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.632
43.7,23.0,25.43,8.16,1.92,24.43,69.41,1929.45,441.63,Red-Yellow Podzolic,Intermediate,1,Rubber,1.714
12.52,74.96,24.19,7.03,1.26,25.59,73.27,2037.69,1005.57,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.484
74.42,6.14,74.52,5.85,1.11,25.92,76.05,1619.75,522.27,Red-Yellow Podzolic,Intermediate,0,Coconut,6.982
110.85,73.87,104.97,4.7,1.12,24.09,60.56,1566.99,520.27,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),6.073
19.81,69.84,127.39,5.86,1.61,28.58,69.24,2018.32,582.99,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),5.951
33.91,25.04,129.73,4.49,1.18,25.93,75.21,1938.61,678.3,Alluvial,Intermediate,0,Paddy (Nadu),5.435
142.64,36.75,7.28,5.88,0.67,26.33,65.1,2467.97,1072.62,Immature Brown Loams,Intermediate,0,Tea,2.395
125.56,9.2,122.63,6.32,1.54,25.47,78.11,2319.43,407.78,Immature Brown Loams,Intermediate,1,Coconut,7.876
94.84,47.77,18.13,4.46,1.64,22.19,77.5,1930.18,571.31,Red-Yellow Podzolic,Intermediate,1,Coconut,9.847
19.3,79.2,14.63,6.88,1.04,28.31,79.34,1531.21,773.94,Alluvial,Intermediate,0,Coconut,7.447
129.79,43.6,30.9,7.06,0.73,25.63,76.99,2040.61,732.12,Immature Brown Loams,Intermediate,1,Rubber,1.21
71.2,25.09,152.98,7.9,1.3,28.74,63.36,2260.61,1050.22,Alluvial,Intermediate,1,Maize,7.254
107.74,26.86,87.36,5.25,1.75,22.32,71.15,2401.45,1081.63,Alluvial,Intermediate,1,Tea,2.669
48.67,64.43,60.18,7.0,1.96,22.58,64.26,2350.32,901.88,Immature Brown Loams,Intermediate,0,Maize,9.475
25.35,47.53,232.44,4.06,0.77,29.38,79.71,1925.89,798.65,Alluvial,Intermediate,0,Maize,7.403
128.22,22.94,106.73,6.69,1.26,27.36,67.62,1818.35,1191.64,Immature Brown Loams,Intermediate,0,Rubber,1.646
140.14,18.82,112.03,5.64,1.78,24.84,68.24,1881.15,954.82,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.923
103.69,59.93,110.89,6.99,1.71,29.94,75.92,1630.35,655.3,Alluvial,Intermediate,0,Coconut,6.686
46.57,78.64,224.99,4.4,1.38,27.35,63.01,2331.57,334.73,Alluvial,Intermediate,0,Maize,11.223
59.49,53.17,65.18,4.31,1.71,23.84,76.52,1906.08,504.87,Alluvial,Intermediate,0,Maize,8.594
49.84,17.75,87.16,6.66,1.1,27.95,76.06,2119.45,688.62,Immature Brown Loams,Intermediate,0,Rubber,1.735
137.66,60.42,53.47,7.76,1.88,28.29,62.3,2173.52,925.34,Alluvial,Intermediate,0,Paddy (Nadu),6.871
17.8,8.93,227.41,7.19,0.53,25.49,65.9,2020.18,313.74,Red-Yellow Podzolic,Intermediate,0,Rubber,1.994
50.35,24.27,167.72,5.77,1.03,24.86,63.34,1565.89,1193.55,Alluvial,Intermediate,1,Coconut,8.922
149.9,25.1,85.56,6.9,0.92,24.2,67.76,1893.17,558.18,Immature Brown Loams,Intermediate,0,Coconut,9.112
86.53,46.51,126.62,5.24,1.13,29.58,77.74,2004.87,622.33,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.179
109.39,45.03,40.24,3.84,0.72,23.09,64.28,1997.65,354.07,Alluvial,Intermediate,1,Coconut,8.293
100.1,11.6,223.92,5.63,1.41,22.87,74.54,1920.88,396.57,Immature Brown Loams,Intermediate,0,Rubber,1.775
129.3,46.94,135.37,5.69,1.53,24.99,60.95,2062.81,337.11,Red-Yellow Podzolic,Intermediate,1,Coconut,7.336
117.89,51.64,152.33,6.37,0.55,23.38,65.71,1770.96,543.82,Red-Yellow Podzolic,Intermediate,1,Maize,7.418
57.06,26.77,137.59,3.91,1.58,23.76,75.17,2177.47,502.42,Immature Brown Loams,Intermediate,0,Rubber,2.194
85.37,47.38,237.43,8.04,1.32,26.87,72.53,1967.36,1015.69,Red-Yellow Podzolic,Intermediate,1,Coconut,7.365
82.81,67.27,107.72,4.71,1.53,27.64,71.72,2013.22,461.65,Immature Brown Loams,Intermediate,0,Paddy (Nadu),6.58
62.92,5.61,7.27,5.96,1.59,24.71,71.6,1570.5,947.73,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),6.41
88.22,9.46,71.97,8.15,1.44,26.66,78.98,1901.65,999.47,Alluvial,Intermediate,0,Maize,6.339
72.75,38.5,117.12,5.02,1.49,25.04,73.26,2371.27,607.54,Immature Brown Loams,Intermediate,0,Rubber,1.571
20.96,75.01,93.97,7.77,1.92,24.91,79.58,1964.51,455.15,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.534
57.81,63.47,145.93,8.43,1.47,24.79,72.85,2170.32,1137.92,Red-Yellow Podzolic,Intermediate,1,Maize,8.665
90.35,69.73,122.94,4.17,0.58,26.98,60.87,1506.79,1113.58,Immature Brown Loams,Intermediate,0,Tea,3.027
117.58,20.4,179.49,6.52,0.93,27.54,68.56,1505.03,477.74,Red-Yellow Podzolic,Intermediate,1,Rubber,1.785
41.49,46.86,192.2,6.71,0.71,24.49,77.34,2269.99,767.3,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),9.284
74.75,46.7,74.79,3.91,1.45,27.62,65.22,1722.6,760.71,Alluvial,Intermediate,0,Coconut,7.516
103.67,75.68,206.66,4.0,1.52,26.7,77.47,2001.4,375.6,Red-Yellow Podzolic,Intermediate,0,Maize,10.276
64.51,75.52,109.64,6.41,0.79,29.27,79.53,1809.48,553.13,Red-Yellow Podzolic,Intermediate,0,Coconut,7.854
103.85,79.25,166.69,7.25,2.0,28.71,76.75,1603.58,437.48,Red-Yellow Podzolic,Intermediate,0,Maize,9.62
10.14,50.01,74.59,7.94,0.57,24.13,67.89,2216.09,909.37,Red-Yellow Podzolic,Intermediate,1,Rubber,1.33
75.52,14.55,164.13,4.14,1.32,29.62,65.93,2365.43,443.35,Alluvial,Intermediate,0,Maize,9.134
53.41,23.87,89.14,5.96,1.09,23.85,74.1,1546.58,1065.27,Alluvial,Intermediate,0,Rubber,2.245
19.1,32.67,209.03,5.33,0.9,27.82,63.69,1870.71,698.77,Red-Yellow Podzolic,Intermediate,0,Maize,7.063
129.65,40.35,217.81,5.17,1.21,28.37,71.34,1543.77,658.39,Alluvial,Intermediate,0,Rubber,2.342
68.03,68.16,61.35,3.83,1.21,26.31,69.9,2292.17,569.98,Red-Yellow Podzolic,Intermediate,1,Rubber,1.804
39.6,45.25,239.71,6.57,1.21,25.6,79.06,2146.67,1015.1,Red-Yellow Podzolic,Intermediate,0,Coconut,10.638
72.71,68.85,195.04,5.15,1.1,27.17,77.78,1534.75,877.44,Red-Yellow Podzolic,Intermediate,0,Maize,7.359
126.87,62.14,85.63,6.31,0.99,29.54,73.25,1679.63,904.89,Alluvial,Intermediate,0,Maize,7.401
39.13,29.29,160.95,7.94,1.39,24.18,72.25,1802.62,694.5,Alluvial,Intermediate,0,Maize,5.081
65.93,78.95,29.67,5.79,0.54,25.32,77.24,1517.7,456.85,Alluvial,Intermediate,1,Rubber,1.636
111.39,32.47,14.01,8.05,1.28,22.03,62.0,1995.46,978.94,Immature Brown Loams,Intermediate,0,Rubber,1.76
71.32,28.06,246.31,7.63,0.98,24.2,76.67,2378.93,1136.22,Alluvial,Intermediate,1,Coconut,10.752
44.07,70.81,53.76,7.5,0.86,25.49,76.36,2289.91,561.43,Immature Brown Loams,Intermediate,1,Rubber,1.285
12.08,65.68,234.92,7.51,1.87,25.26,75.86,2064.34,545.71,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),8.564
38.44,73.97,229.16,8.45,1.4,27.84,62.04,1727.51,673.29,Red-Yellow Podzolic,Intermediate,1,Maize,9.654
23.77,29.55,38.35,4.53,0.76,24.22,65.23,1687.89,976.23,Alluvial,Intermediate,1,Paddy (Nadu),7.681
24.46,47.96,103.37,5.82,0.73,25.21,73.91,1528.32,1026.75,Red-Yellow Podzolic,Intermediate,0,Maize,8.424
122.29,64.17,191.2,5.44,1.21,29.46,77.91,2207.1,512.83,Immature Brown Loams,Intermediate,1,Rubber,1.842
102.21,78.16,218.68,7.85,0.76,28.78,78.48,1979.53,1172.53,Red-Yellow Podzolic,Intermediate,1,Coconut,9.602
56.33,17.67,119.35,4.27,1.32,27.08,69.82,1942.87,914.23,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),5.672
90.06,12.18,44.28,4.2,0.65,22.88,71.89,1621.75,610.4,Red-Yellow Podzolic,Intermediate,1,Maize,5.457
50.17,29.15,142.88,5.11,0.62,24.48,67.18,1740.32,1123.2,Red-Yellow Podzolic,Intermediate,0,Maize,8.696
72.42,30.99,209.8,7.36,1.48,23.98,74.38,1901.35,1088.43,Red-Yellow Podzolic,Intermediate,0,Rubber,1.854
114.69,34.81,56.55,6.25,1.59,27.77,77.66,1650.66,450.34,Immature Brown Loams,Intermediate,1,Paddy (Nadu),6.335
25.95,11.3,88.19,5.26,1.23,24.42,70.03,1796.09,1079.95,Alluvial,Intermediate,1,Paddy (Nadu),6.49
123.68,19.54,62.98,7.92,1.68,28.94,60.86,1866.46,1176.89,Immature Brown Loams,Intermediate,1,Maize,7.761
98.89,34.04,227.72,8.36,1.57,24.82,76.48,1928.65,989.6,Red-Yellow Podzolic,Intermediate,0,Coconut,7.132
86.9,5.1,84.34,4.83,0.67,22.18,74.95,2064.85,700.16,Alluvial,Intermediate,1,Coconut,8.128
147.78,66.8,140.97,5.19,1.71,25.14,76.66,1856.56,339.91,Red-Yellow Podzolic,Intermediate,0,Coconut,8.415
111.36,46.32,193.75,2.0,1.91,27.25,67.32,2233.69,664.07,Red-Yellow Podzolic,Intermediate,1,Coconut,9.464
112.74,29.14,90.01,4.78,0.6,22.9,65.61,2490.57,1177.99,Red-Yellow Podzolic,Intermediate,0,Tea,2.48
131.07,57.1,6.98,6.7,1.14,25.1,63.81,2003.58,1088.67,Immature Brown Loams,Intermediate,0,Rubber,1.387
138.14,35.32,101.45,5.22,0.62,27.61,77.49,1622.25,353.68,Alluvial,Intermediate,1,Maize,6.71
141.49,19.0,53.61,6.02,0.58,23.25,73.67,1605.31,845.41,Red-Yellow Podzolic,Intermediate,0,Coconut,7.767
20.12,60.85,190.7,8.49,0.88,23.44,64.21,1515.61,766.68,Immature Brown Loams,Intermediate,0,Coconut,8.274
49.9,34.22,5.16,5.99,0.95,24.52,76.99,2441.22,1059.3,Immature Brown Loams,Intermediate,0,Paddy (Nadu),6.517
93.54,34.17,222.99,5.22,0.55,29.27,77.89,2308.51,310.46,Immature Brown Loams,Intermediate,0,Paddy (Nadu),5.88
20.85,49.49,51.39,5.5,0.65,27.53,76.83,2182.58,419.31,Red-Yellow Podzolic,Intermediate,0,Maize,5.204
93.5,42.55,245.49,7.71,1.08,24.15,64.03,2098.46,366.96,Alluvial,Intermediate,0,Maize,6.191
136.19,45.56,181.11,4.86,0.67,24.38,63.03,2449.8,373.77,Alluvial,Intermediate,1,Maize,7.111
115.82,66.02,6.1,6.16,1.67,28.65,64.72,1540.25,636.75,Red-Yellow Podzolic,Intermediate,1,Rubber,1.577
40.92,16.55,227.9,8.21,1.79,29.47,62.07,2257.17,508.04,Immature Brown Loams,Intermediate,1,Coconut,7.226
48.04,62.6,213.97,7.46,0.63,29.91,79.82,1896.54,440.33,Red-Yellow Podzolic,Intermediate,1,Rubber,1.33
92.26,55.95,39.5,5.89,0.97,24.81,79.54,1520.57,359.99,Immature Brown Loams,Intermediate,0,Rubber,1.673
53.93,23.39,189.2,3.88,1.8,23.53,72.05,2194.02,466.08,Alluvial,Intermediate,1,Maize,7.275
86.12,40.37,70.88,4.06,1.26,26.58,67.39,2084.35,617.27,Red-Yellow Podzolic,Intermediate,0,Rubber,1.971
146.92,67.24,166.46,7.26,1.52,22.52,77.37,2359.42,724.87,Alluvial,Intermediate,0,Paddy (Nadu),9.397
58.04,55.68,29.02,4.4,0.7,23.12,71.15,1571.18,561.27,Red-Yellow Podzolic,Intermediate,1,Maize,6.431
77.45,72.18,51.1,5.36,0.61,50.0,78.41,2446.64,915.99,Red-Yellow Podzolic,Intermediate,0,Rubber,1.229
60.54,15.92,86.42,5.94,1.78,23.67,60.85,1662.85,802.94,Red-Yellow Podzolic,Intermediate,0,Rubber,1.677
118.46,43.54,7.59,6.97,0.76,22.68,75.35,1771.22,806.34,Red-Yellow Podzolic,Intermediate,1,Maize,4.602
14.65,43.78,53.19,7.36,0.91,25.38,76.19,1565.79,1157.47,Alluvial,Intermediate,1,Coconut,8.793
77.04,22.12,98.56,6.87,1.98,27.53,79.26,1565.17,614.09,Alluvial,Intermediate,0,Coconut,6.957
126.08,58.76,12.98,5.56,1.85,29.11,60.27,1822.19,1059.05,Alluvial,Intermediate,0,Tea,1.991
85.99,76.78,225.19,6.01,1.05,22.33,61.34,2380.3,1080.76,Red-Yellow Podzolic,Intermediate,0,Rubber,1.836
135.55,74.0,227.39,6.28,1.88,24.45,61.25,1601.93,613.98,Alluvial,Intermediate,0,Rubber,1.956
63.25,5.27,155.73,5.8,0.6,26.03,61.51,1955.76,311.47,Alluvial,Intermediate,1,Maize,5.697
76.77,79.05,180.78,6.89,1.46,28.41,64.2,1764.59,1005.53,Alluvial,Intermediate,0,Rubber,1.999
110.56,30.27,158.08,6.14,1.21,25.42,76.11,2342.59,957.97,Red-Yellow Podzolic,Intermediate,0,Coconut,8.967
99.74,9.55,28.44,3.98,1.67,23.44,74.1,2040.0,911.01,Alluvial,Intermediate,0,Coconut,8.352
18.96,15.22,49.36,6.77,1.33,25.63,73.89,2388.19,613.85,Immature Brown Loams,Intermediate,1,Rubber,1.594
107.46,23.36,163.97,6.71,1.81,24.28,73.82,2435.09,498.63,Alluvial,Intermediate,0,Paddy (Samba),5.144
109.54,33.65,228.3,5.1,1.59,23.88,61.07,1613.46,847.47,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),7.464
90.61,66.66,195.77,7.98,0.89,22.24,71.69,1839.84,595.71,Immature Brown Loams,Intermediate,0,Coconut,7.629
66.89,7.35,95.88,4.61,0.54,29.91,65.77,1547.75,744.32,Immature Brown Loams,Intermediate,0,Coconut,6.487
89.4,27.91,59.1,7.16,1.62,23.27,77.4,2157.47,1103.18,Red-Yellow Podzolic,Intermediate,0,Coconut,9.42
41.6,59.4,134.98,4.81,1.94,26.58,74.9,2217.19,1114.48,Red-Yellow Podzolic,Intermediate,0,Maize,6.201
40.37,11.37,157.07,7.95,0.99,26.47,78.7,2128.64,531.07,Immature Brown Loams,Intermediate,0,Coconut,8.104
43.06,33.27,129.14,6.28,1.52,29.5,65.94,1840.94,510.66,Red-Yellow Podzolic,Intermediate,1,Paddy (Nadu),6.083
16.41,74.89,158.84,8.47,1.34,24.14,67.64,1623.16,1050.0,Immature Brown Loams,Intermediate,1,Maize,6.857
106.5,30.36,242.1,4.28,0.93,22.97,63.53,2058.83,849.33,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.659
39.67,44.9,48.26,6.78,0.76,24.77,78.64,2066.82,544.47,Immature Brown Loams,Intermediate,1,Paddy (Nadu),6.938
128.27,24.4,84.78,4.91,1.72,28.36,62.71,2207.54,1035.37,Alluvial,Intermediate,1,Tea,2.432
