iter	Passed	Remaining
132	4225	313509
133	4259	313594
134	4292	313678
135	4324	313655
136	4355	313545
137	4386	313469
138	4421	313637
139	4454	313728
140	4489	313894
141	4523	314024
142	4556	314076
143	4588	314040
144	4620	314006
145	4650	313872
146	4683	313938
147	4716	313934
148	4748	313912
149	4780	313951
150	4814	314056
151	4847	314049
152	4879	314019
153	4912	314059
154	4945	314131
155	4979	314242
156	5013	314312
157	5046	314334
158	5078	314337
159	5113	314480
160	5146	314491
161	5180	314595
162	5213	314615
163	5247	314743
164	5280	314754
165	5314	314828
166	5347	314854
167	5378	314775
168	5412	314873
169	5446	314951
170	5478	314899
171	5510	314843
172	5541	314784
173	5573	314734
174	5604	314671
175	5637	314672
176	5670	314695
177	5706	314903
178	5739	314922
179	5774	315043
180	5808	315118
181	5843	315216
182	5877	315290
183	5909	315282
184	5944	315394
185	5978	315427
186	6010	315397
187	6042	315357
188	6074	315305
189	6107	315336
190	6141	315413
191	6176	315492
192	6209	315548
193	6242	315515
194	6273	315457
195	6307	315497
196	6340	315498
197	6372	315492
198	6404	315409
199	6436	315398
200	6470	315427
201	6502	315426
202	6535	315431
203	6567	315388
204	6599	315334
205	6636	315518
206	6669	315535
207	6701	315501
208	6734	315489
209	6768	315524
210	6802	315576
211	6834	315565
212	6867	315555
213	6901	315583
214	6934	315584
215	6966	315558
216	6999	315559
217	7032	315563
218	7066	315605
219	7098	315549
220	7130	315521
221	7163	315508
222	7194	315424
223	7227	315448
224	7260	315441
225	7290	315313
226	7322	315261
227	7354	315209
228	7387	315195
229	7423	315317
230	7454	315269
231	7486	315214
232	7520	315231
233	7553	315250
234	7586	315238
235	7619	315243
236	7653	315283
237	7686	315266
238	7720	315296
239	7755	315376
240	7787	315329
241	7820	315360
242	7854	315365
243	7885	315301
244	7919	315309
245	7953	315362
246	7987	315390
247	8020	315395
248	8055	315455
249	8087	315401
250	8120	315387
251	8153	315406
252	8189	315515
253	8226	315652
254	8264	315841
255	8299	315914
256	8336	316055
257	8374	316229
258	8409	316291
259	8445	316392
260	8480	316432
261	8515	316518
262	8550	316563
263	8586	316647
264	8619	316646
265	8653	316662
266	8687	316686
267	8719	316650
268	8753	316639
269	8785	316616
270	8818	316604
271	8852	316610
272	8886	316640
273	8919	316621
274	8951	316565
275	8984	316532
276	9017	316514
277	9050	316495
278	9083	316486
279	9117	316516
280	9151	316532
281	9183	316479
282	9216	316452
283	9249	316424
284	9283	316438
285	9316	316442
286	9350	316466
287	9387	316572
288	9419	316506
289	9454	316549
290	9488	316578
291	9522	316606
292	9555	316566
293	9588	316562
294	9621	316515
295	9652	316432
296	9684	316406
297	9717	316375
298	9749	316334
299	9782	316315
300	9817	316332
301	9850	316324
302	9882	316280
303	9917	316331
304	9949	316267
305	9982	316227
306	10012	316134
307	10044	316072
308	10078	316078
309	10113	316120
310	10145	316064
311	10180	316103
312	10212	316079
313	10245	316045
314	10272	315851
315	10302	315730
316	10335	315708
317	10364	315557
318	10400	315647
319	10435	315686
320	10467	315619
321	10496	315474
322	10525	315333
323	10555	315229
324	10585	315117
325	10619	315127
326	10649	315011
327	10681	314986
328	10709	314804
329	10740	314731
330	10769	314587
331	10795	314358
332	10824	314234
333	10851	314042
334	10881	313945
335	10912	313856
336	10942	313756
337	10972	313653
338	10998	313444
339	11031	313413
340	11060	313288
341	11089	313154
342	11120	313102
343	11149	312960
344	11178	312848
345	11212	312860
346	11244	312799
347	11274	312693
348	11304	312618
349	11336	312563
350	11367	312485
351	11397	312402
352	11427	312288
353	11453	312102
354	11484	312028
355	11515	311949
356	11545	311860
357	11576	311785
358	11605	311673
359	11635	311577
360	11665	311487
361	11691	311289
362	11724	311271
363	11752	311112
364	11783	311041
365	11813	310952
366	11843	310861
367	11873	310763
368	11900	310603
369	11930	310503
370	11959	310405
371	11989	310299
372	12018	310190
373	12049	310139
374	12078	310003
375	12108	309937
376	12138	309846
377	12168	309750
378	12198	309654
379	12230	309622
380	12260	309535
381	12288	309393
382	12317	309283
383	12345	309162
384	12376	309094
385	12408	309065
386	12437	308954
387	12465	308819
388	12497	308775
389	12527	308688
390	12557	308615
391	12585	308468
392	12614	308376
393	12644	308274
394	12673	308172
395	12704	308118
396	12734	308040
397	12762	307899
398	12789	307759
399	12821	307718
400	12850	307599
401	12879	307495
402	12909	307428
403	12938	307313
404	12966	307204
405	12995	307088
406	13025	307022
407	13055	306932
408	13085	306864
409	13116	306791
410	13143	306655
411	13172	306558
412	13200	306435
413	13228	306302
414	13257	306190
415	13287	306114
416	13318	306070
417	13346	305952
418	13376	305880
419	13409	305859
420	13437	305732
421	13467	305667
422	13497	305599
423	13528	305537
424	13557	305452
425	13585	305320
426	13617	305297
427	13647	305210
428	13676	305113
429	13706	305056
430	13735	304958
431	13766	304895
432	13797	304843
433	13827	304773
434	13855	304665
435	13882	304533
436	13913	304475
437	13940	304333
438	13969	304249
439	13999	304166
440	14028	304079
441	14058	303998
442	14088	303933
443	14119	303890
444	14148	303788
445	14175	303670
446	14205	303591
447	14234	303501
448	14264	303428
449	14292	303314
450	14322	303257
451	14354	303215
452	14383	303133
453	14414	303092
454	14442	302985
455	14453	302507
456	14480	302369
457	14511	302333
458	14541	302272
459	14571	302202
460	14600	302119
461	14629	302017
462	14659	301965
463	14689	301903
464	14723	301910
465	14757	301929
466	14786	301842
467	14817	301802
468	14845	301680
469	14873	301574
470	14904	301535
471	14935	301495
472	14966	301452
473	14996	301390
474	15024	301279
475	15053	301200
476	15083	301123
477	15114	301081
478	15142	300984
479	15172	300919
480	15205	300913
481	15233	300805
482	15261	300702
483	15289	300606
484	15318	300531
485	15348	300457
486	15374	300320
487	15407	300324
488	15435	300217
489	15466	300181
490	15496	300110
491	15524	300010
492	15555	299972
493	15585	299901
494	15614	299830
495	15646	299808
496	15673	299683
497	15706	299681
498	15733	299567
499	15763	299504
500	15795	299485
501	15823	299389
502	15856	299377
503	15884	299287
504	15914	299224
505	15943	299140
506	15969	299004
507	16001	298995
508	16031	298920
509	16060	298851
510	16092	298828
511	16121	298744
512	16151	298685
513	16180	298606
514	16209	298544
515	16225	298223
516	16255	298170
517	16285	298114
518	16314	298031
519	16347	298023
520	16377	297976
521	16408	297922
522	16439	297885
523	16468	297812
524	16497	297745
525	16526	297658
526	16558	297642
527	16587	297572
528	16617	297505
529	16650	297511
530	16680	297451
531	16712	297439
532	16748	297482
533	16781	297475
534	16820	297582
535	16856	297629
536	16887	297584
537	16917	297534
538	16954	297599
539	16988	297609
540	17018	297554
541	17049	297508
542	17083	297530
543	17115	297499
544	17147	297485
545	17180	297484
546	17212	297453
547	17246	297465
548	17278	297453
549	17314	297496
550	17348	297508
551	17381	297503
552	17414	297487
553	17448	297502
554	17481	297493
555	17515	297512
556	17545	297449
557	17577	297425
558	17606	297360
559	17638	297330
560	17666	297246
561	17699	297244
562	17730	297201
563	17762	297173
564	17797	297204
565	17826	297132
566	17856	297076
567	17887	297025
568	17917	296980
569	17951	296987
570	17979	296904
571	18011	296871
572	18043	296859
573	18074	296815
574	18110	296846
575	18139	296783
576	18171	296762
577	18204	296745
578	18234	296689
579	18262	296600
580	18296	296621
581	18326	296558
582	18356	296509
583	18389	296497
584	18417	296414
585	18450	296397
586	18481	296359
587	18514	296362
588	18545	296325
589	18579	296330
590	18615	296375
591	18650	296390
592	18683	296384
593	18714	296337
594	18743	296267
595	18773	296217
596	18803	296156
597	18832	296096
598	18864	296069
599	18895	296024
600	18921	295917
601	18951	295864
602	18990	295935
603	19021	295910
604	19058	295956
605	19095	296006
606	19130	296030
607	19164	296048
608	19199	296057
609	19235	296106
610	19270	296121
611	19303	296106
612	19337	296116
613	19373	296154
614	19408	296177
615	19443	296195
616	19476	296194
617	19510	296197
618	19545	296213
619	19580	296228
620	19618	296291
621	19653	296316
622	19687	296324
623	19722	296348
624	19756	296354
625	19791	296368
626	19824	296361
627	19858	296365
628	19891	296348
629	19925	296359
630	19959	296354
631	19993	296363
632	20033	296445
633	20066	296447
634	20100	296444
635	20136	296472
636	20172	296513
637	20205	296497
638	20236	296458
639	20271	296476
640	20308	296509
641	20341	296510
642	20375	296512
643	20409	296512
644	20445	296537
645	20477	296508
646	20510	296495
647	20542	296467
648	20577	296483
649	20611	296486
650	20647	296512
651	20681	296513
652	20715	296520
653	20749	296524
654	20784	296536
655	20818	296535
656	20854	296571
657	20886	296539
658	20923	296573
659	20957	296574
660	20992	296600
661	21026	296600
662	21061	296603
663	21096	296617
664	21129	296611
665	21165	296630
666	21199	296627
667	21231	296601
668	21266	296614
669	21296	296563
670	21332	296586
671	21363	296547
672	21397	296540
673	21430	296529
674	21468	296581
675	21503	296596
676	21537	296592
677	21570	296583
678	21608	296637
679	21642	296624
680	21675	296611
681	21708	296604
682	21747	296665
683	21780	296647
684	21814	296651
685	21848	296646
686	21880	296610
687	21911	296563
688	21945	296561
689	21976	296525
690	22012	296550
691	22045	296536
692	22081	296558
693	22115	296549
694	22150	296564
695	22185	296576
696	22217	296547
697	22255	296584
698	22290	296596
699	22324	296595
700	22358	296593
701	22392	296589
702	22428	296611
703	22463	296614
704	22494	296571
705	22528	296565
706	22560	296542
707	22595	296552
708	22628	296527
709	22660	296497
710	22697	296536
711	22746	296721
712	22790	296857
713	22834	296977
714	22875	297061
715	22913	297105
716	22949	297126
717	22984	297134
718	23020	297151
719	23054	297148
720	23089	297156
721	23128	297206
722	23166	297257
723	23203	297287
724	23240	297312
725	23274	297313
726	23311	297342
727	23349	297386
728	23385	297406
729	23419	297389
730	23454	297401
