N,P,K,pH,EC,Temperature,Humidity,Rainfall,Elevation,Soil_Type,Zone,Water_Source,Target_Crop,Yield_MT_per_HA
56.69,34.86,136.66,8.12,0.01,23.51,88.61,3448.26,452.28,Red-Yellow Podzolic,Wet,0,Cinnamon,1.348
98.52,5.98,167.57,4.64,1.37,26.62,60.68,1665.51,580.33,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.957
15.12,40.41,143.39,4.11,0.29,20.56,89.99,3566.97,768.65,Alluvial,Wet,0,Cinnamon,1.362
67.22,6.9,43.26,7.17,2.93,30.34,68.83,852.85,81.69,Alluvial,Dry,0,Kurakkan,1.556
148.42,50.24,202.68,8.32,1.21,26.2,86.32,2946.36,524.0,Alluvial,Wet,0,Paddy (Mawel),6.694
97.47,30.19,207.15,5.51,1.37,15.37,84.58,2953.59,927.13,Alluvial,Wet,0,Rubber,1.9
35.49,41.36,130.55,7.29,0.71,25.69,91.71,2850.28,1072.35,Alluvial,Wet,1,Cinnamon,1.834
19.4,35.39,126.88,7.18,2.49,29.91,72.86,812.87,35.33,Latosols,Dry,0,Kurakkan,1.731
16.58,17.47,185.82,4.19,0.78,21.92,90.95,3933.24,889.64,Alluvial,Wet,1,Rubber,1.636
85.58,17.15,211.17,7.78,0.4,21.66,93.42,4159.18,1611.66,Red-Yellow Podzolic,Wet,0,Potatoes,23.179
145.48,5.39,30.26,5.28,1.01,32.82,56.16,1104.38,245.73,Red Básico,Dry,0,Maize,6.401
136.47,53.5,174.83,4.04,3.94,33.13,66.47,1364.59,207.68,Non-Calcic Brown,Dry,1,Paddy (Samba),6.158
114.31,9.12,116.51,6.26,1.69,27.58,78.49,1797.35,1173.95,Alluvial,Intermediate,0,Maize,5.087
113.3,44.01,109.57,7.92,2.98,33.07,57.88,845.75,161.85,Red Básico,Dry,0,Kurakkan,1.188
97.85,70.53,246.1,7.41,0.72,15.98,71.32,2523.71,194.8,Alluvial,Wet,1,Rubber,1.409
63.81,55.97,58.47,8.26,0.64,25.02,76.93,3972.77,2002.75,Low Humic Gley,Wet,1,Carrots,28.658
81.78,22.3,48.25,4.84,1.41,27.95,68.03,1564.99,1054.04,Immature Brown Loams,Intermediate,1,Tea,1.964
135.64,39.75,157.62,7.31,1.99,29.96,67.92,1673.9,982.41,Immature Brown Loams,Intermediate,1,Coconut,9.697
49.39,23.95,6.25,7.07,1.1,28.38,90.24,4655.32,1441.53,Red-Yellow Podzolic,Wet,1,Strawberries,12.63
131.03,60.04,132.71,7.88,1.32,25.84,76.49,2092.41,613.03,Immature Brown Loams,Intermediate,0,Paddy (Nadu),9.072
10.72,66.5,61.01,8.07,3.64,33.27,72.02,911.02,261.55,Alluvial,Dry,1,Paddy (Samba),4.376
49.67,6.38,110.9,7.75,1.39,32.42,65.85,981.86,162.0,Alluvial,Dry,1,Maize,7.198
148.62,55.7,114.26,6.84,1.28,15.94,78.65,3955.43,1366.01,Low Humic Gley,Wet,1,Strawberries,13.505
83.78,66.94,78.1,7.75,3.56,31.12,74.93,991.54,127.85,Red Básico,Dry,1,Maize,8.92
54.9,59.33,187.73,4.74,1.94,30.94,59.94,1246.97,82.26,Alluvial,Dry,1,Paddy (Nadu),8.092
51.18,73.39,242.04,4.67,1.2,25.87,91.12,4427.3,1674.25,Low Humic Gley,Wet,1,Potatoes,35.342
30.94,39.84,171.71,5.66,1.48,15.9,76.72,3954.93,1754.63,Low Humic Gley,Wet,0,Potatoes,37.159
39.45,30.95,195.07,8.22,0.72,16.47,94.67,3105.11,313.49,Latosols,Wet,0,Rubber,1.19
143.22,14.32,224.57,6.6,1.01,22.95,90.01,4223.66,440.33,Low Humic Gley,Wet,0,Rubber,2.446
77.33,8.06,45.18,5.86,1.68,28.52,77.9,1580.11,792.83,Immature Brown Loams,Intermediate,0,Rubber,1.811
101.46,29.92,137.91,6.12,0.53,23.46,73.17,2289.7,748.38,Immature Brown Loams,Intermediate,0,Paddy (Nadu),5.528
80.68,45.75,130.93,6.56,3.3,33.09,60.64,1319.89,103.78,Latosols,Dry,1,Paddy (Samba),7.738
118.64,35.4,152.45,6.77,0.35,27.77,85.57,3026.66,1389.43,Low Humic Gley,Wet,0,Leeks,19.77
65.87,69.35,7.21,6.57,0.97,26.12,71.86,1859.23,447.17,Alluvial,Intermediate,0,Paddy (Nadu),5.319
45.35,31.94,97.94,6.65,1.42,19.72,80.77,4572.21,547.17,Low Humic Gley,Wet,0,Coconut,8.866
27.1,38.91,233.8,5.29,0.56,22.9,61.14,1769.75,778.05,Immature Brown Loams,Intermediate,0,Coconut,8.682
29.55,7.25,80.44,7.11,1.0,28.62,76.36,3950.28,1147.81,Low Humic Gley,Wet,0,Cinnamon,1.365
96.5,70.17,144.8,3.94,0.75,18.57,94.47,4154.08,823.45,Alluvial,Wet,1,Tea,2.771
115.34,11.79,75.73,4.31,3.98,32.6,51.21,1499.59,293.15,Red Básico,Dry,0,Chilli,4.577
95.38,47.26,98.2,6.38,2.89,33.72,63.61,884.15,1.73,Alluvial,Dry,0,Kurakkan,1.29
13.59,30.59,98.15,5.67,0.72,25.63,83.56,3751.11,2093.25,Alluvial,Wet,1,Carrots,24.567
139.78,9.52,233.94,5.45,1.73,33.76,72.42,1101.6,21.38,Alluvial,Dry,0,Chilli,5.017
35.36,56.08,49.45,6.27,1.37,28.63,60.0,1302.35,293.02,Non-Calcic Brown,Dry,0,Maize,8.62
133.79,22.11,56.95,6.67,1.23,20.23,72.81,3816.25,5.68,Alluvial,Wet,1,Paddy (Nadu),6.796
92.13,17.6,185.53,7.86,0.68,26.92,90.24,4178.56,1686.64,Alluvial,Wet,1,Potatoes,25.313
66.6,37.11,180.81,7.05,3.09,32.42,53.54,840.92,82.36,Alluvial,Dry,0,Kurakkan,2.722
96.4,38.18,208.81,6.95,0.52,16.2,74.8,4735.48,711.42,Low Humic Gley,Wet,0,Paddy (Mawel),6.493
56.7,48.54,26.75,8.32,0.67,24.37,86.55,4985.35,1227.12,Alluvial,Wet,0,Carrots,17.895
12.8,60.29,193.31,4.95,3.92,32.65,73.18,1356.81,70.39,Latosols,Dry,0,Chilli,4.115
58.49,22.93,129.88,7.68,1.07,27.67,66.06,1536.16,536.8,Immature Brown Loams,Intermediate,1,Rubber,2.101
84.55,59.11,39.61,4.8,1.51,23.67,62.33,2430.6,1035.7,Alluvial,Intermediate,1,Tea,1.849
94.88,62.36,47.84,6.16,1.23,29.46,69.59,2075.16,582.35,Alluvial,Intermediate,0,Paddy (Samba),6.269
24.79,53.06,57.93,6.71,0.66,25.87,84.86,2805.09,2060.19,Latosols,Wet,0,Strawberries,9.999
52.46,12.58,174.58,4.09,1.36,32.34,60.76,1008.15,51.2,Red Básico,Dry,1,Maize,6.001
125.86,60.02,193.48,3.85,1.12,28.34,73.08,1904.8,618.81,Alluvial,Intermediate,1,Rubber,2.095
78.3,13.23,139.25,5.94,1.44,19.53,85.73,4585.76,437.48,Red-Yellow Podzolic,Wet,1,Rubber,1.515
142.0,65.67,23.72,5.11,1.49,28.88,79.12,1892.39,419.83,Red-Yellow Podzolic,Intermediate,1,Rubber,1.918
16.7,7.85,187.82,6.9,1.16,26.91,70.37,1566.65,435.15,Red-Yellow Podzolic,Intermediate,1,Maize,8.179
126.27,10.15,108.95,4.19,0.82,25.85,74.63,4153.43,383.04,Red-Yellow Podzolic,Wet,0,Tea,2.206
27.53,40.58,32.92,6.08,0.48,25.84,83.26,4109.76,92.29,Alluvial,Wet,1,Paddy (Mawel),3.642
27.01,19.81,222.3,6.84,1.72,30.63,59.72,1185.06,49.11,Latosols,Dry,0,Maize,6.445
86.3,78.85,234.66,4.0,1.53,34.85,63.95,1323.73,54.18,Latosols,Dry,0,Chilli,5.489
106.44,70.5,160.89,7.38,0.85,20.79,88.59,4395.46,1346.27,Alluvial,Wet,0,Potatoes,38.734
36.32,31.65,197.03,6.4,0.92,27.32,77.77,4143.9,1633.17,Alluvial,Wet,0,Paddy (Nadu),6.013
72.81,59.16,222.12,6.59,2.1,5.0,110.0,1389.38,150.62,Non-Calcic Brown,Dry,1,Paddy (Nadu),6.234
88.49,50.26,170.73,7.58,0.84,27.24,88.09,3775.27,229.1,Alluvial,Wet,0,Coconut,7.412
70.76,11.65,59.05,6.61,1.98,29.47,63.01,1377.59,112.04,Non-Calcic Brown,Dry,1,Maize,5.505
35.83,32.17,86.96,3.92,2.76,32.8,68.68,1493.79,222.0,Non-Calcic Brown,Dry,0,Green Gram,2.372
77.62,15.01,24.75,7.22,0.69,18.16,81.54,3442.29,1057.99,Red-Yellow Podzolic,Wet,1,Cinnamon,0.887
46.64,23.52,227.03,4.97,0.42,27.92,70.34,3680.15,622.04,Alluvial,Wet,0,Cinnamon,1.263
13.06,54.78,241.03,6.43,1.35,22.87,77.88,3364.8,1698.09,Alluvial,Wet,1,Paddy (Mawel),6.209
58.93,13.56,42.06,4.86,1.41,27.8,66.77,1691.19,577.83,Red-Yellow Podzolic,Intermediate,0,Rubber,1.88
33.21,75.93,213.24,6.94,2.45,33.54,65.32,1184.19,67.84,Non-Calcic Brown,Dry,0,Chilli,3.609
56.23,61.76,132.25,4.76,0.25,28.69,82.43,4484.97,747.51,Red-Yellow Podzolic,Wet,0,Tea,3.096
24.77,54.26,206.42,5.59,2.49,31.87,58.59,865.91,84.73,Non-Calcic Brown,Dry,0,Kurakkan,2.197
72.66,46.84,45.68,6.68,2.56,32.44,59.9,1358.54,274.53,Latosols,Dry,0,Green Gram,1.438
26.47,60.48,83.32,8.45,1.29,24.16,81.01,2880.26,1353.66,Alluvial,Wet,1,Carrots,20.985
63.06,78.01,87.53,5.19,1.63,28.09,63.18,1191.83,215.81,Non-Calcic Brown,Dry,0,Chilli,3.847
22.21,58.93,107.93,8.06,1.34,31.46,58.38,1379.77,52.13,Red Básico,Dry,0,Maize,7.482
10.53,56.13,45.95,6.88,0.97,29.83,62.53,2134.14,908.56,Immature Brown Loams,Intermediate,0,Coconut,7.9
123.04,9.43,225.22,6.86,0.35,15.46,86.33,3259.87,2064.27,Latosols,Wet,0,Leeks,20.98
13.8,77.47,36.23,7.13,1.13,25.04,62.21,2476.8,680.29,Red-Yellow Podzolic,Intermediate,0,Rubber,1.25
19.57,24.75,16.3,6.47,1.36,33.81,71.82,997.06,33.77,Non-Calcic Brown,Dry,0,Kurakkan,1.486
21.06,22.96,199.67,3.96,1.56,34.14,58.26,1414.08,102.12,Latosols,Dry,0,Maize,7.843
90.05,43.81,110.45,5.29,1.32,25.33,70.82,3813.1,1910.81,Alluvial,Wet,0,Tea,2.943
120.15,77.81,69.36,5.08,1.7,32.14,55.94,1291.84,153.71,Latosols,Dry,1,Maize,5.162
97.15,40.23,114.63,6.03,0.71,50.0,76.92,2850.06,2137.37,Red-Yellow Podzolic,Wet,0,Carrots,31.223
22.19,51.28,32.89,5.42,0.6,21.14,79.92,3046.27,97.65,Red-Yellow Podzolic,Wet,0,Rubber,1.135
53.31,66.78,238.99,7.66,1.41,50.0,77.65,2229.86,903.85,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),6.449
136.04,35.32,83.66,7.32,2.65,30.69,59.23,1119.37,36.31,Latosols,Dry,0,Chilli,3.608
126.06,79.34,205.9,7.07,2.59,32.29,68.1,1411.59,36.17,Non-Calcic Brown,Dry,1,Maize,11.447
48.55,27.97,198.3,5.9,1.01,26.43,79.68,2668.46,1874.05,Latosols,Wet,0,Leeks,21.194
70.27,15.69,223.07,5.43,0.75,24.96,67.86,1527.42,773.23,Immature Brown Loams,Intermediate,0,Paddy (Nadu),5.778
73.56,56.62,39.44,6.08,3.96,28.71,63.28,1393.0,252.52,Latosols,Dry,0,Cashew,0.627
26.26,76.69,81.92,7.98,1.85,25.16,62.94,1813.21,739.07,Immature Brown Loams,Intermediate,0,Paddy (Nadu),6.633
126.71,38.03,79.07,5.02,1.14,25.83,81.95,4950.27,1170.97,Red-Yellow Podzolic,Wet,1,Tea,2.407
119.53,60.09,78.62,5.33,1.62,32.06,61.1,897.44,187.87,Alluvial,Dry,0,Kurakkan,1.646
28.29,64.29,35.58,7.53,3.61,28.93,64.98,1215.11,106.04,Alluvial,Dry,1,Paddy (Nadu),6.996
94.81,73.91,93.76,7.21,2.32,32.12,57.14,1062.73,60.97,Latosols,Dry,1,Paddy (Nadu),8.213
45.85,7.31,243.03,4.84,0.97,22.87,68.78,2353.96,1062.27,Alluvial,Intermediate,0,Maize,9.276
148.68,20.05,248.69,4.22,1.19,20.02,76.97,4511.09,463.55,Red-Yellow Podzolic,Wet,0,Cinnamon,1.735
111.24,26.03,173.41,3.92,2.2,32.61,71.15,1336.28,184.08,Latosols,Dry,1,Maize,9.338
20.21,35.22,77.35,4.89,0.58,24.4,70.01,1576.86,1015.06,Immature Brown Loams,Intermediate,0,Maize,5.189
27.21,71.65,128.26,5.91,2.94,31.84,50.84,953.49,64.39,Alluvial,Dry,1,Paddy (Samba),6.475
79.54,26.32,37.79,6.76,0.41,19.06,73.0,3908.22,2016.94,Latosols,Wet,0,Potatoes,24.492
54.28,12.64,93.26,5.07,3.22,34.27,61.67,1208.29,102.11,Latosols,Dry,0,Maize,8.877
108.54,5.33,45.9,7.15,0.95,24.45,71.06,2790.06,1242.18,Latosols,Wet,1,Carrots,27.479
70.58,39.33,56.18,5.53,0.75,23.88,72.62,4998.67,1096.86,Low Humic Gley,Wet,0,Tea,2.898
65.26,74.81,35.8,7.26,0.05,21.61,75.39,4700.39,1491.19,Red-Yellow Podzolic,Wet,1,Leeks,17.232
43.86,73.33,210.38,7.13,1.03,15.81,82.9,2778.78,588.7,Red-Yellow Podzolic,Wet,0,Cinnamon,1.585
40.77,14.86,215.0,6.5,0.4,28.49,86.94,3797.58,686.1,Latosols,Wet,0,Cinnamon,1.132
86.77,70.94,170.52,6.37,0.99,22.25,79.29,3370.24,2.98,Low Humic Gley,Wet,1,Paddy (Mawel),5.481
148.63,22.94,135.03,6.86,0.87,18.45,88.69,3710.19,1042.38,Alluvial,Wet,0,Paddy (Mawel),4.848
32.94,53.21,203.42,8.25,1.36,25.94,73.67,3945.75,1784.47,Latosols,Wet,1,Leeks,20.782
59.6,76.18,240.77,6.72,1.14,23.83,73.36,3619.18,2107.46,Low Humic Gley,Wet,0,Leeks,19.343
64.86,54.43,31.68,6.79,0.79,17.93,91.09,2624.95,2158.62,Red-Yellow Podzolic,Wet,0,Strawberries,13.133
59.71,57.37,101.83,8.28,3.2,28.51,74.53,1235.64,57.03,Alluvial,Dry,0,Chilli,3.977
119.82,33.27,140.24,7.58,3.51,29.14,69.29,1195.56,149.67,Red Básico,Dry,1,Paddy (Nadu),7.515
143.68,42.1,130.62,6.06,3.97,31.37,52.96,1263.7,86.67,Latosols,Dry,0,Maize,10.431
132.83,78.08,11.74,7.75,1.35,18.51,78.96,3910.19,1444.59,Alluvial,Wet,1,Carrots,27.678
70.21,72.78,212.23,5.68,0.72,25.49,70.33,2080.09,982.9,Alluvial,Intermediate,0,Rubber,1.606
74.4,12.13,207.55,4.02,1.32,26.97,71.78,3017.69,151.82,Low Humic Gley,Wet,0,Cinnamon,1.491
83.15,9.1,243.4,4.86,0.62,28.03,83.67,3479.56,1170.45,Red-Yellow Podzolic,Wet,0,Tea,2.097
124.52,23.96,71.5,4.39,1.84,27.3,76.97,2241.9,680.37,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.624
47.64,52.13,123.06,5.5,2.55,28.55,67.73,1181.15,50.2,Alluvial,Dry,1,Maize,7.418
27.52,68.79,89.43,3.95,0.18,26.59,87.86,4243.02,1015.78,Red-Yellow Podzolic,Wet,1,Tea,3.148
64.21,72.99,8.94,7.48,2.52,31.93,62.41,1462.96,114.16,Alluvial,Dry,1,Maize,6.242
26.59,77.11,180.03,8.28,2.45,31.83,51.29,1476.92,151.44,Alluvial,Dry,1,Maize,8.038
11.7,55.55,17.7,6.38,1.86,22.57,78.71,1812.86,1065.61,Alluvial,Intermediate,0,Rubber,1.87
17.92,33.04,236.39,6.82,1.0,23.98,61.68,1855.85,600.12,Immature Brown Loams,Intermediate,1,Rubber,2.138
145.89,13.5,103.88,7.27,0.77,29.53,60.23,2414.73,705.1,Immature Brown Loams,Intermediate,0,Rubber,1.366
20.58,76.36,77.84,4.23,1.23,32.41,67.24,1184.72,43.18,Alluvial,Dry,1,Maize,5.214
34.37,13.78,115.03,6.68,0.0,24.89,77.82,4025.02,596.41,Latosols,Wet,1,Coconut,8.183
111.6,51.29,186.16,4.81,1.66,50.0,56.33,1208.05,135.08,Red Básico,Dry,0,Chilli,4.676
103.89,57.57,54.99,6.87,1.32,28.54,68.77,2012.73,1196.64,Red-Yellow Podzolic,Intermediate,1,Coconut,6.589
62.11,29.98,221.82,5.6,0.89,15.88,88.32,3647.35,1334.81,Low Humic Gley,Wet,0,Strawberries,16.97
131.13,73.64,215.66,3.96,2.0,28.48,73.02,1059.78,175.33,Red Básico,Dry,0,Maize,9.55
38.15,49.27,104.87,6.01,2.8,34.55,70.62,844.8,87.71,Alluvial,Dry,1,Paddy (Mawel),5.584
25.46,26.69,80.9,4.97,1.03,26.01,88.67,4856.33,1585.24,Low Humic Gley,Wet,0,Strawberries,10.393
132.68,12.69,101.22,6.4,1.91,28.47,72.64,2286.36,636.17,Immature Brown Loams,Intermediate,0,Maize,9.105
42.14,13.82,45.49,3.81,3.08,28.09,61.48,1007.16,123.33,Latosols,Dry,0,Chilli,3.29
95.09,23.4,19.14,5.64,2.56,34.17,65.87,885.05,174.64,Non-Calcic Brown,Dry,1,Maize,8.884
131.87,52.36,135.46,4.34,2.24,32.75,68.84,1088.31,61.1,Non-Calcic Brown,Dry,1,Paddy (Nadu),9.196
19.67,40.57,142.37,6.75,1.19,50.0,93.79,4432.47,1708.28,Alluvial,Wet,1,Paddy (Nadu),7.621
133.56,39.97,23.55,5.62,1.78,23.02,70.63,1785.51,759.51,Alluvial,Intermediate,0,Paddy (Nadu),5.49
70.69,79.79,141.97,5.31,1.21,26.87,94.54,3863.96,991.05,Red-Yellow Podzolic,Wet,1,Rubber,1.972
10.74,65.34,194.34,6.38,0.73,19.9,79.48,4823.22,1829.01,Latosols,Wet,0,Carrots,24.907
134.66,61.25,227.52,7.37,1.58,28.1,67.83,945.07,115.99,Latosols,Dry,1,Maize,9.231
69.48,73.09,129.23,4.68,0.32,24.98,84.71,3465.53,407.82,Red-Yellow Podzolic,Wet,0,Tea,2.708
36.73,57.1,58.59,6.6,1.81,31.73,68.71,1245.73,67.51,Non-Calcic Brown,Dry,0,Chilli,3.694
133.09,23.25,141.55,3.98,1.1,33.23,55.43,905.43,139.2,Non-Calcic Brown,Dry,1,Paddy (Samba),7.184
149.84,29.5,188.31,2.0,1.28,28.66,70.32,1323.6,212.05,Non-Calcic Brown,Dry,1,Paddy (Samba),6.368
12.4,73.75,178.01,5.25,0.02,25.97,77.82,3915.45,1439.55,Low Humic Gley,Wet,0,Potatoes,34.579
89.73,70.13,97.89,5.55,2.74,34.93,61.06,1329.71,212.22,Alluvial,Dry,0,Green Gram,2.151
141.84,17.55,127.59,7.05,2.12,31.53,70.82,1464.44,108.73,Non-Calcic Brown,Dry,1,Maize,9.556
119.07,50.73,176.41,7.74,1.06,28.3,61.32,1205.81,284.62,Non-Calcic Brown,Dry,0,Chilli,5.661
14.44,36.75,25.72,6.65,1.16,32.5,68.51,854.99,28.47,Alluvial,Dry,1,Paddy (Mawel),6.063
94.43,51.42,235.49,7.45,1.04,19.01,94.93,4506.6,66.06,Alluvial,Wet,1,Cinnamon,2.029
24.14,17.56,41.08,8.37,0.9,25.08,64.22,1571.03,506.43,Immature Brown Loams,Intermediate,0,Rubber,1.146
39.47,65.68,41.0,5.41,1.19,28.14,59.14,1378.63,106.11,Red Básico,Dry,0,Maize,8.733
78.3,11.17,117.6,5.24,1.82,31.35,57.59,1346.39,93.51,Latosols,Dry,0,Green Gram,1.583
134.53,32.86,52.82,6.1,3.97,32.65,51.12,939.47,37.91,Red Básico,Dry,1,Paddy (Nadu),7.068
81.42,60.22,130.66,7.89,3.45,31.18,53.15,1333.71,58.93,Red Básico,Dry,0,Chilli,3.925
90.73,46.91,95.94,7.49,2.81,29.95,54.57,953.1,247.71,Non-Calcic Brown,Dry,0,Kurakkan,1.943
46.85,5.05,218.31,7.53,1.75,34.92,56.32,817.67,156.02,Latosols,Dry,0,Kurakkan,2.08
92.59,5.48,194.27,7.1,1.18,27.89,77.29,2600.15,456.59,Alluvial,Wet,0,Coconut,10.894
103.8,40.12,194.52,4.38,0.34,17.39,75.11,2576.16,748.91,Latosols,Wet,1,Cinnamon,1.105
107.39,50.81,53.96,4.06,3.77,28.35,52.79,1307.22,182.5,Latosols,Dry,0,Maize,8.24
68.6,26.94,86.39,5.18,0.92,22.53,76.54,1519.16,772.26,Red-Yellow Podzolic,Intermediate,0,Paddy (Nadu),7.056
104.94,45.73,89.99,5.85,1.18,29.08,65.55,2239.07,553.45,Immature Brown Loams,Intermediate,1,Maize,6.818
43.6,58.26,71.87,5.4,0.25,28.1,79.31,2964.33,2042.99,Latosols,Wet,1,Carrots,23.883
74.73,69.87,66.12,7.17,3.35,32.05,70.44,1433.05,227.11,Latosols,Dry,1,Maize,6.606
78.01,13.77,172.13,8.26,0.26,17.58,80.75,3355.27,1828.09,Alluvial,Wet,0,Leeks,16.498
107.96,35.81,142.34,8.23,1.28,27.86,78.63,2158.66,1038.88,Immature Brown Loams,Intermediate,0,Paddy (Nadu),7.587
130.89,21.73,218.91,7.51,0.93,18.01,84.87,2668.09,1625.51,Latosols,Wet,1,Strawberries,19.434
148.52,48.08,38.78,7.04,0.83,24.78,61.06,1550.35,922.81,Alluvial,Intermediate,0,Rubber,1.539
